1#1 $$1=1$$
1148#5 $$1148=\left(5+5\right)\times\left(5!-\frac{\textstyle5}{\textstyle5\times5}-5\right)$$
1149#5 $$1149=5+5!+{\left(5-\frac{\textstyle5}{\textstyle5}\right)}^{5}$$
1150#5 $$1150=\left(5!-5\right)\times\left(5+5\right)$$
1151#5 $$1151=\frac{\textstyle5}{\textstyle5}+\left(5!-5\right)\times\left(5+5\right)$$
1152#5 $$1152=\frac{\textstyle5!\times\left(5!+5!\right)}{\textstyle5\times5}$$
1153#5 $$1153=\frac{\textstyle5+\frac{\textstyle5!\times\left(5!+5!\right)}{\textstyle5}}{\textstyle5}$$
1154#5 $$1154=5!\times5+555-\frac{\textstyle5}{\textstyle5}$$
1155#5 $$1155=5!\times5+555$$
1156#5 $$1156=\frac{\textstyle5}{\textstyle5}+5!\times5+555$$
1157#5 $$1157=5+\frac{\textstyle5!\times\left(5!+5!\right)}{\textstyle5\times5}$$
1158#5 $$1158=5+\frac{\textstyle5+\frac{\textstyle5!\times\left(5!+5!\right)}{\textstyle5}}{\textstyle5}$$
1159#5 $$1159=\frac{\textstyle5!+5!+5555}{\textstyle5}$$
1160#5 $$1160=5+5!\times5+555$$
1161#5 $$1161=\left(5!-5\right)\times\left(5+5\right)+\frac{\textstyle55}{\textstyle5}$$
1162#5 $$1162=\left(5+5\right)\times\left(5!-\frac{\textstyle\frac{\textstyle5!}{\textstyle5}-5}{\textstyle5}\right)$$
1163#5 $$1163=\frac{\textstyle\frac{\textstyle5!\times\left(5!+5!\right)}{\textstyle5}+55}{\textstyle5}$$
1164#5 $$1164=5\times\left(5!+5!-5\right)-\frac{\textstyle55}{\textstyle5}$$
1165#5 $$1165=5!+\left(\frac{\textstyle5!}{\textstyle5}-5\right)\times55$$
1166#5 $$1166=55+\frac{\textstyle5555}{\textstyle5}$$
1167#5 $$1167=55+\frac{\textstyle5+5555}{\textstyle5}$$
1168#5 $$1168=5!\times\left(5+5\right)-{\left(\frac{\textstyle5+5}{\textstyle5}\right)}^{5}$$
1169#5 $$1169=5!+5\times5+{\left(5-\frac{\textstyle5}{\textstyle5}\right)}^{5}$$
1170#5 $$1170=5\times\left(5!+5!-5\right)-5$$
1171#5 $$1171=5!\times\left(5+\frac{\textstyle5!}{\textstyle5\times5}\right)-5$$
1172#5 $$1172=5!\times\left(5+5\right)-\frac{\textstyle5!-5}{\textstyle5}-5$$
1173#5 $$1173=\left(5!-5\right)\times\left(5+5+\frac{\textstyle5}{\textstyle5\times5}\right)$$
1174#5 $$1174=5\times\left(5!+5!-5\right)-\frac{\textstyle5}{\textstyle5}$$
1175#5 $$1175=5\times\left(5!+5!-5\right)$$
1176#5 $$1176=5!\times\left(5+\frac{\textstyle5!}{\textstyle5\times5}\right)$$
1177#5 $$1177=5!\times\left(5+5\right)-\frac{\textstyle5!-5}{\textstyle5}$$
1178#5 $$1178=\left(5+5\right)\times\left(5!-\frac{\textstyle55}{\textstyle5\times5}\right)$$
1179#5 $$1179=\frac{\textstyle{5}^{5}-5}{\textstyle5}+555$$
1180#5 $$1180=5+5\times\left(5!+5!-5\right)$$
1181#5 $$1181=5+5!\times\left(5+\frac{\textstyle5!}{\textstyle5\times5}\right)$$
1182#5 $$1182=5+5!\times\left(5+5\right)-\frac{\textstyle5!-5}{\textstyle5}$$
1183#5 $$1183=5!\times\left(5+5\right)-\frac{\textstyle5!}{\textstyle5+5}-5$$
1184#5 $$1184=5!\times\left(5+5\right)-\frac{\textstyle55}{\textstyle5}-5$$
1185#5 $$1185=5!\times\left(5+5\right)-5-5-5$$
1186#5 $$1186=\frac{\textstyle\left(5!-5-5\right)\times55-5!}{\textstyle5}$$
1187#5 $$1187=5!\times\left(5+5\right)-\frac{\textstyle5!-55}{\textstyle5}$$
1188#5 $$1188=5!\times\left(5+5\right)-\frac{\textstyle5!}{\textstyle5+5}$$
1189#5 $$1189=5!\times\left(5+5\right)-\frac{\textstyle55}{\textstyle5}$$
1190#5 $$1190=5!\times\left(5+5\right)-5-5$$
1191#5 $$1191=\frac{\textstyle5+\left(5+5\right)\times\left(5!\times5-5\right)}{\textstyle5}$$
1192#5 $$1192=\left(5+5\right)\times\left(5!-\frac{\textstyle5-\frac{\textstyle5}{\textstyle5}}{\textstyle5}\right)$$
1193#5 $$1193=\left(5+5\right)\times\left(5!-\frac{\textstyle5}{\textstyle5\times5}\right)-5$$
1194#5 $$1194=5!\times\left(5+5\right)-\frac{\textstyle5}{\textstyle5}-5$$
1195#5 $$1195=5!\times\left(5+5\right)-5$$
1196#5 $$1196=\frac{\textstyle5}{\textstyle5}+5!\times\left(5+5\right)-5$$
1197#5 $$1197=\left(5+5\right)\times\left(5!+\frac{\textstyle5}{\textstyle5\times5}\right)-5$$
1198#5 $$1198=\left(5+5\right)\times\left(5!-\frac{\textstyle5}{\textstyle5\times5}\right)$$
1199#5 $$1199=5!\times\left(5+5\right)-\frac{\textstyle5}{\textstyle5}$$
1200#5 $$1200=5!\times\left(5+5\right)$$
1201#5 $$1201=\frac{\textstyle5}{\textstyle5}+5!\times\left(5+5\right)$$
1202#5 $$1202=\left(5+5\right)\times\left(5!+\frac{\textstyle5}{\textstyle5\times5}\right)$$
1203#5 $$1203=5+\left(5+5\right)\times\left(5!-\frac{\textstyle5}{\textstyle5\times5}\right)$$
1204#5 $$1204=5+5!\times\left(5+5\right)-\frac{\textstyle5}{\textstyle5}$$
1205#5 $$1205=5+5!\times\left(5+5\right)$$
1206#5 $$1206=5+\frac{\textstyle5}{\textstyle5}+5!\times\left(5+5\right)$$
1207#5 $$1207=5!+\frac{\textstyle5555-5!}{\textstyle5}$$
1208#5 $$1208=\left(5+5\right)\times\left(5!+\frac{\textstyle5-\frac{\textstyle5}{\textstyle5}}{\textstyle5}\right)$$
1209#5 $$1209=\frac{\textstyle5!\times55-555}{\textstyle5}$$
1210#5 $$1210=5+5+5!\times\left(5+5\right)$$
1211#5 $$1211=5!\times\left(5+5\right)+\frac{\textstyle55}{\textstyle5}$$
1212#5 $$1212=\frac{\textstyle5!}{\textstyle5+5}+5!\times\left(5+5\right)$$
1213#5 $$1213=5!\times\left(5+5\right)+\frac{\textstyle5!-55}{\textstyle5}$$
1214#5 $$1214=\frac{\textstyle{\left(\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}\right)}^{5}-\sqrt{\!\!\sqrt{5}}}{\textstyle\sqrt{\!\!\sqrt{5}}}$$
1215#5 $$1215=\frac{\textstyle{\left(\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}\right)}^{5}}{\textstyle\sqrt{\!\!\sqrt{5}}}$$
1216#5 $$1216=\frac{\textstyle\sqrt{\!\!\sqrt{5}}+{\left(\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}\right)}^{5}}{\textstyle\sqrt{\!\!\sqrt{5}}}$$
1217#5 $$1217=5+\frac{\textstyle5!}{\textstyle5+5}+5!\times\left(5+5\right)$$
1218#5 $$1218=5!\times\left(5+5\right)+\frac{\textstyle5!-5}{\textstyle5}-5$$
1219#5 $$1219=\frac{\textstyle5!}{\textstyle5}+5!\times\left(5+5\right)-5$$
1220#5 $$1220=5\times\left(5+5!+5!\right)-5$$
1221#5 $$1221=\frac{\textstyle55\times555}{\textstyle5\times5}$$
1222#5 $$1222=\left(5+5\right)\times\left(5!+\frac{\textstyle55}{\textstyle5\times5}\right)$$
1223#5 $$1223=5!\times\left(5+5\right)+\frac{\textstyle5!-5}{\textstyle5}$$
1224#5 $$1224=\frac{\textstyle5!}{\textstyle5}+5!\times\left(5+5\right)$$
1225#5 $$1225=5\times\left(5+5!+5!\right)$$
1226#5 $$1226=\frac{\textstyle{5}^{5}+{5}^{5}-5!}{\textstyle5}$$
1227#5 $$1227=\frac{\textstyle5+{5}^{5}+{5}^{5}-5!}{\textstyle5}$$
1228#5 $$1228=5+5!\times\left(5+5\right)+\frac{\textstyle5!-5}{\textstyle5}$$
1229#5 $$1229=5+\frac{\textstyle5!}{\textstyle5}+5!\times\left(5+5\right)$$
1230#5 $$1230=5+5\times\left(5+5!+5!\right)$$
1231#5 $$1231=5!+\frac{\textstyle5555}{\textstyle5}$$
1232#5 $$1232=5!+\frac{\textstyle5+5555}{\textstyle5}$$
1233#5 $$1233=5!+\frac{\textstyle5+5+5555}{\textstyle5}$$
1234#5 $$1234=\frac{\textstyle5!+\left(5!-5-5\right)\times55}{\textstyle5}$$
1235#5 $$1235=\left(\frac{\textstyle5!}{\textstyle5}-5\right)\times\left(5!-55\right)$$
1236#5 $$1236=5+5!+\frac{\textstyle5555}{\textstyle5}$$
1237#5 $$1237=\frac{\textstyle5!}{\textstyle5+5}+5\times\left(5+5!+5!\right)$$
1238#5 $$1238=\left(5+5\right)\times\left(5!+\frac{\textstyle\frac{\textstyle5!}{\textstyle5}-5}{\textstyle5}\right)$$
1239#5 $$1239=\frac{\textstyle{5}^{5}+{5}^{5}-55}{\textstyle5}$$
1240#5 $$1240=\left(5!+5\right)\times\left(5+5\right)-5-5$$
1241#5 $$1241=\frac{\textstyle\left(5!-5\right)\times55-5!}{\textstyle5}$$
1242#5 $$1242=\frac{\textstyle\left(5!-5\right)\times\left(55-\frac{\textstyle5}{\textstyle5}\right)}{\textstyle5}$$
1243#5 $$1243=\left(5+5\right)\times\left(5!+\frac{\textstyle5!}{\textstyle5\times5}\right)-5$$
1244#5 $$1244=\frac{\textstyle{5}^{5}+{5}^{5}-5}{\textstyle5}-5$$
1245#5 $$1245=\left(5!+5\right)\times\left(5+5\right)-5$$
1246#5 $$1246=\frac{\textstyle5+{5}^{5}+{5}^{5}}{\textstyle5}-5$$
1247#5 $$1247=5!+\left(5!-5\right)\times\left(5+\frac{\textstyle5!}{\textstyle5\times5}\right)$$
1248#5 $$1248=\left(5+5\right)\times\left(5!+\frac{\textstyle5!}{\textstyle5\times5}\right)$$
1249#5 $$1249=\frac{\textstyle{5}^{5}+{5}^{5}-5}{\textstyle5}$$
1250#5 $$1250=\left(5!+5\right)\times\left(5+5\right)$$
1251#5 $$1251=\frac{\textstyle5+{5}^{5}+{5}^{5}}{\textstyle5}$$
1252#5 $$1252=\frac{\textstyle5+5+{5}^{5}+{5}^{5}}{\textstyle5}$$
1253#5 $$1253=5+\left(5+5\right)\times\left(5!+\frac{\textstyle5!}{\textstyle5\times5}\right)$$
1254#5 $$1254=\frac{\textstyle\left(5!-5\right)\times55-55}{\textstyle5}$$
1255#5 $$1255=5\times5\times55-5!$$
1256#5 $$1256=5+\frac{\textstyle5+{5}^{5}+{5}^{5}}{\textstyle5}$$
1257#5 $$1257=5+\frac{\textstyle5+5+{5}^{5}+{5}^{5}}{\textstyle5}$$
1258#5 $$1258=\left(5+5\right)\times\left(5!+\frac{\textstyle5+\frac{\textstyle5!}{\textstyle5}}{\textstyle5}\right)$$
1259#5 $$1259=\frac{\textstyle5\times\frac{\textstyle\left(5+5\right)!}{\textstyle5!}-5!}{\textstyle5!}$$
1260#5 $$1260=5\times\frac{\textstyle\left(5+5\right)!}{\textstyle5!\times5!}$$
1261#5 $$1261=\frac{\textstyle5!+5\times\frac{\textstyle\left(5+5\right)!}{\textstyle5!}}{\textstyle5!}$$
1262#5 $$1262=\frac{\textstyle5!}{\textstyle5+5}+\left(5!+5\right)\times\left(5+5\right)$$
1263#5 $$1263=\frac{\textstyle\left(5!-5\right)\times55-5-5}{\textstyle5}$$
1264#5 $$1264=\frac{\textstyle\left(5!-5\right)\times55-5}{\textstyle5}$$
1265#5 $$1265=\frac{\textstyle\left(5!-5\right)\times55}{\textstyle5}$$
1266#5 $$1266=\frac{\textstyle5+\left(5!-5\right)\times55}{\textstyle5}$$
1267#5 $$1267=\frac{\textstyle5+5+\left(5!-5\right)\times55}{\textstyle5}$$
1268#5 $$1268=\frac{\textstyle5+5+5+\left(5!-5\right)\times55}{\textstyle5}$$
1269#5 $$1269=5+\frac{\textstyle\left(5!-5\right)\times55-5}{\textstyle5}$$
1270#5 $$1270=5!+\left(5!-5\right)\times\left(5+5\right)$$
1271#5 $$1271=5+\frac{\textstyle5+\left(5!-5\right)\times55}{\textstyle5}$$
1272#5 $$1272=\frac{\textstyle5!\times55-5!-5!}{\textstyle5}$$
1273#5 $$1273=\frac{\textstyle5!+{5}^{5}+{5}^{5}-5}{\textstyle5}$$
1274#5 $$1274=\frac{\textstyle5!+{5}^{5}+{5}^{5}}{\textstyle5}$$
1275#5 $$1275=5\times\left(5+5\times\left(55-5\right)\right)$$
1276#5 $$1276=\frac{\textstyle55+\left(5!-5\right)\times55}{\textstyle5}$$
1277#5 $$1277=5+\frac{\textstyle5!\times55-5!-5!}{\textstyle5}$$
1278#5 $$1278=\frac{\textstyle5!+\left(5!-5\right)\times55-55}{\textstyle5}$$
1279#5 $$1279=5+\frac{\textstyle5!+{5}^{5}+{5}^{5}}{\textstyle5}$$
1280#5 $$1280=\sqrt{\left(\sqrt{\!\!\sqrt{\!\!\sqrt{5}}}+\sqrt{\!\!\sqrt{\!\!\sqrt{5}}}\right)\times{\sqrt{\!\!\sqrt{\!\!\sqrt{\sqrt{\!\!\sqrt{\!\!\sqrt{5}}}+\sqrt{\!\!\sqrt{\!\!\sqrt{5}}}}}}}^{5!}}$$
1281#5 $$1281=\frac{\textstyle5+\sqrt{\left(\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}\right)\times{\sqrt{\!\!\sqrt{\!\!\sqrt{\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}}}}}^{5!}}}{\textstyle5}$$
1282#5 $$1282=\left(5!+5\right)\times\left(5+5\right)+{\left(\frac{\textstyle5+5}{\textstyle5}\right)}^{5}$$
1283#5 $$1283=\frac{\textstyle\left(5!-5\right)\times\left(\frac{\textstyle5}{\textstyle5}+55\right)}{\textstyle5}-5$$
1284#5 $$1284=\frac{\textstyle5!+\left(5!-5\right)\times55}{\textstyle5}-5$$
1285#5 $$1285=5\times\left(5+\frac{\textstyle\left(5+5\right)!}{\textstyle5!\times5!}\right)$$
1286#5 $$1286=\frac{\textstyle5!\times55-5!}{\textstyle5}-5-5$$
1287#5 $$1287=\frac{\textstyle\left(5!-5\right)\times\left(\frac{\textstyle5}{\textstyle5}+55\right)-5}{\textstyle5}$$
1288#5 $$1288=\frac{\textstyle\left(5!-5\right)\times\left(\frac{\textstyle5}{\textstyle5}+55\right)}{\textstyle5}$$
1289#5 $$1289=\frac{\textstyle5!+\left(5!-5\right)\times55}{\textstyle5}$$
1290#5 $$1290=5!+5\times\left(5!+5!-5\right)-5$$
1291#5 $$1291=\frac{\textstyle5!\times55-5!}{\textstyle5}-5$$
1292#5 $$1292=\frac{\textstyle5+5!\times55-5!}{\textstyle5}-5$$
1293#5 $$1293=\frac{\textstyle\left(5!-\frac{\textstyle5+5}{\textstyle5}\right)\times55}{\textstyle5}-5$$
1294#5 $$1294=\frac{\textstyle5!\times55-5}{\textstyle5}-5\times5$$
1295#5 $$1295=5!+5\times\left(5!+5!-5\right)$$
1296#5 $$1296=\frac{\textstyle5!\times55-5!}{\textstyle5}$$
1297#5 $$1297=\frac{\textstyle5+5!\times55-5!}{\textstyle5}$$
1298#5 $$1298=\frac{\textstyle\left(5!-\frac{\textstyle5+5}{\textstyle5}\right)\times55}{\textstyle5}$$
1299#5 $$1299={\left(5-\frac{\textstyle5}{\textstyle5}\right)}^{5}+5\times55$$
1300#5 $$1300=\left(5+5\right)\times\left(5+5!+5\right)$$
1301#5 $$1301=5+\frac{\textstyle5!\times55-5!}{\textstyle5}$$
1302#5 $$1302=5+\frac{\textstyle5+5!\times55-5!}{\textstyle5}$$
1303#5 $$1303=\frac{\textstyle5!\times5!-5!}{\textstyle5+5}-5!-5$$
1304#5 $$1304=\frac{\textstyle5!\times55-55}{\textstyle5}-5$$
1305#5 $$1305=\left(5!+5\right)\times\left(5+5\right)+55$$
1306#5 $$1306=5+5+\frac{\textstyle5!\times55-5!}{\textstyle5}$$
1307#5 $$1307=\frac{\textstyle55+5!\times55-5!}{\textstyle5}$$
1308#5 $$1308=\frac{\textstyle5!\times5!-5!}{\textstyle5+5}-5!$$
1309#5 $$1309=\frac{\textstyle5!\times55-55}{\textstyle5}$$
1310#5 $$1310=\frac{\textstyle5!\times55}{\textstyle5}-5-5$$
1311#5 $$1311=5!\times\left(5+5\right)+\frac{\textstyle555}{\textstyle5}$$
1312#5 $$1312=5!\times\left(5+5\right)+\frac{\textstyle5+555}{\textstyle5}$$
1313#5 $$1313=\frac{\textstyle5!\times55-5-5}{\textstyle5}-5$$
1314#5 $$1314=\frac{\textstyle5!\times55-5}{\textstyle5}-5$$
1315#5 $$1315=\frac{\textstyle5!\times55}{\textstyle5}-5$$
1316#5 $$1316=\frac{\textstyle5+5!\times55}{\textstyle5}-5$$
1317#5 $$1317=\frac{\textstyle5+5+5!\times55}{\textstyle5}-5$$
1318#5 $$1318=\frac{\textstyle5!\times55-5-5}{\textstyle5}$$
1319#5 $$1319=\frac{\textstyle5!\times55-5}{\textstyle5}$$
1320#5 $$1320=\frac{\textstyle5!\times55}{\textstyle5}$$
1321#5 $$1321=\frac{\textstyle5+5!\times55}{\textstyle5}$$
1322#5 $$1322=\frac{\textstyle5+5+5!\times55}{\textstyle5}$$
1323#5 $$1323=\frac{\textstyle5+5+5+5!\times55}{\textstyle5}$$
1324#5 $$1324=5+\frac{\textstyle5!\times55-5}{\textstyle5}$$
1325#5 $$1325=5+\frac{\textstyle5!\times55}{\textstyle5}$$
1326#5 $$1326=5+\frac{\textstyle5+5!\times55}{\textstyle5}$$
1327#5 $$1327=5+\frac{\textstyle5+5+5!\times55}{\textstyle5}$$
1328#5 $$1328=5+\frac{\textstyle5+5+5+5!\times55}{\textstyle5}$$
1329#5 $$1329=5+5+\frac{\textstyle5!\times55-5}{\textstyle5}$$
1330#5 $$1330=5+5+\frac{\textstyle5!\times55}{\textstyle5}$$
1331#5 $$1331=\sqrt{{\sqrt{\!\!\sqrt{\frac{\textstyle55}{\textstyle5}}}}^{\frac{5!}{5}}}$$
1332#5 $$1332=\frac{\textstyle5!+5!\times5!}{\textstyle5+5}-5!$$
1333#5 $$1333=\frac{\textstyle5!+5!\times55-55}{\textstyle5}$$
1334#5 $$1334=\frac{\textstyle5!+5!\times55}{\textstyle5}-5-5$$
1335#5 $$1335=5!+\frac{\textstyle{\left(\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}+\sqrt{\!\!\sqrt{5}}\right)}^{5}}{\textstyle\sqrt{\!\!\sqrt{5}}}$$
1336#5 $$1336=5+\sqrt{{\sqrt{\!\!\sqrt{\frac{\textstyle55}{\textstyle5}}}}^{\frac{5!}{5}}}$$
1337#5 $$1337=5+\frac{\textstyle5!+5!\times5!}{\textstyle5+5}-5!$$
1338#5 $$1338=\frac{\textstyle5!+5!\times55-5}{\textstyle5}-5$$
1339#5 $$1339=\frac{\textstyle5!+5!\times55}{\textstyle5}-5$$
1340#5 $$1340=5!+5\times\left(5+5!+5!\right)-5$$
1341#5 $$1341=5+5+\sqrt{{\sqrt{\!\!\sqrt{\frac{\textstyle55}{\textstyle5}}}}^{\frac{5!}{5}}}$$
1342#5 $$1342=\frac{\textstyle\left(5!+\frac{\textstyle5+5}{\textstyle5}\right)\times55}{\textstyle5}$$
1343#5 $$1343=\frac{\textstyle5!+5!\times55-5}{\textstyle5}$$
1344#5 $$1344=\frac{\textstyle5!+5!\times55}{\textstyle5}$$
1345#5 $$1345=5!+5\times\left(5+5!+5!\right)$$
1346#5 $$1346=5\times5\times55-\frac{\textstyle5!}{\textstyle5}-5$$
1347#5 $$1347=5+\frac{\textstyle\left(5!+\frac{\textstyle5+5}{\textstyle5}\right)\times55}{\textstyle5}$$
1348#5 $$1348=5+\frac{\textstyle5!+5!\times55-5}{\textstyle5}$$
1349#5 $$1349=5+\frac{\textstyle5!+5!\times55}{\textstyle5}$$
1350#5 $$1350=5\times\left(5\times55-5\right)$$
1351#5 $$1351=5\times5\times55-\frac{\textstyle5!}{\textstyle5}$$
1352#5 $$1352=5\times5\times55-\frac{\textstyle5!-5}{\textstyle5}$$
1353#5 $$1353=\left(5\times5-\frac{\textstyle5+5}{\textstyle5\times5}\right)\times55$$
1354#5 $$1354=5+5+\frac{\textstyle5!+5!\times55}{\textstyle5}$$
1355#5 $$1355=5+5\times\left(5\times55-5\right)$$
1356#5 $$1356=5+5\times5\times55-\frac{\textstyle5!}{\textstyle5}$$
1357#5 $$1357=5+5\times5\times55-\frac{\textstyle5!-5}{\textstyle5}$$
1358#5 $$1358=5\times5\times55-\frac{\textstyle5!}{\textstyle5+5}-5$$
1359#5 $$1359=5\times5\times55-\frac{\textstyle55}{\textstyle5}-5$$
1360#5 $$1360=5+5+5\times\left(5\times55-5\right)$$
1361#5 $$1361=5!+\frac{\textstyle\left(5!-5\right)\times55-5!}{\textstyle5}$$
1362#5 $$1362=5\times5\times55-\frac{\textstyle5!-55}{\textstyle5}$$
1363#5 $$1363=5\times5\times55-\frac{\textstyle5!}{\textstyle5+5}$$
1364#5 $$1364=5\times5\times55-\frac{\textstyle55}{\textstyle5}$$
1365#5 $$1365=5\times5\times55-5-5$$
1366#5 $$1366=\frac{\textstyle5}{\textstyle5}+5\times5\times55-5-5$$
1367#5 $$1367=\frac{\textstyle5!+5!+5!\times55-5}{\textstyle5}$$
1368#5 $$1368=\frac{\textstyle5!+5!+5!\times55}{\textstyle5}$$
1369#5 $$1369=5\times5\times55-\frac{\textstyle5}{\textstyle5}-5$$
1370#5 $$1370=5\times5\times55-5$$
1371#5 $$1371=\frac{\textstyle5}{\textstyle5}+5\times5\times55-5$$
1372#5 $$1372=\frac{\textstyle5+5}{\textstyle5}+5\times5\times55-5$$
1373#5 $$1373=5\times5\times55-\frac{\textstyle5+5}{\textstyle5}$$
1374#5 $$1374=5\times5\times55-\frac{\textstyle5}{\textstyle5}$$
1375#5 $$1375=5\times5\times55$$
1376#5 $$1376=\frac{\textstyle5}{\textstyle5}+5\times5\times55$$
1377#5 $$1377=\frac{\textstyle5+5}{\textstyle5}+5\times5\times55$$
1378#5 $$1378=5+5\times5\times55-\frac{\textstyle5+5}{\textstyle5}$$
1379#5 $$1379=5+5\times5\times55-\frac{\textstyle5}{\textstyle5}$$
1380#5 $$1380=5+5\times5\times55$$
1381#5 $$1381=5+\frac{\textstyle5}{\textstyle5}+5\times5\times55$$
1382#5 $$1382=5+\frac{\textstyle5+5}{\textstyle5}+5\times5\times55$$
1383#5 $$1383=\frac{\textstyle5!}{\textstyle5+5+5}+5\times5\times55$$
1384#5 $$1384=5!+\frac{\textstyle\left(5!-5\right)\times55-5}{\textstyle5}$$
1385#5 $$1385=5+5+5\times5\times55$$
1386#5 $$1386=\frac{\textstyle\left(\frac{\textstyle55}{\textstyle5}\right)!}{\textstyle\left(5!+5!\right)\times5!}$$
1387#5 $$1387=\frac{\textstyle5!}{\textstyle5+5}+5\times5\times55$$
1388#5 $$1388=\frac{\textstyle5+5\times5\times555}{\textstyle5+5}$$
1389#5 $$1389=5\times\left(5+5\times55\right)-\frac{\textstyle55}{\textstyle5}$$
1390#5 $$1390=\left(5+5\right)\times\left(5!+\frac{\textstyle5!}{\textstyle5}-5\right)$$
1391#5 $$1391=\frac{\textstyle\left(5!+5!\right)\times\left(5+\frac{\textstyle5!}{\textstyle5}\right)-5}{\textstyle5}$$
1392#5 $$1392=\frac{\textstyle\left(5!+5!\right)\times\left(5+\frac{\textstyle5!}{\textstyle5}\right)}{\textstyle5}$$
1393#5 $$1393=\frac{\textstyle5+\left(5!+5!\right)\times\left(5+\frac{\textstyle5!}{\textstyle5}\right)}{\textstyle5}$$
1394#5 $$1394=\frac{\textstyle5!}{\textstyle5}+5\times5\times55-5$$
1395#5 $$1395=5\times\left(5+5\times55\right)-5$$
1396#5 $$1396=\frac{\textstyle5}{\textstyle5}+5\times\left(5+5\times55\right)-5$$
1397#5 $$1397=\frac{\textstyle5!+5!\times5!}{\textstyle5+5}-55$$
1398#5 $$1398=\frac{\textstyle5!-5}{\textstyle5}+5\times5\times55$$
1399#5 $$1399=\frac{\textstyle5!}{\textstyle5}+5\times5\times55$$
1400#5 $$1400=5\times\left(5+5\times55\right)$$
1401#5 $$1401=\frac{\textstyle5}{\textstyle5}+5\times\left(5+5\times55\right)$$
1402#5 $$1402=\frac{\textstyle5+5}{\textstyle5}+5\times\left(5+5\times55\right)$$
1403#5 $$1403=\frac{\textstyle5!\times5!-5!}{\textstyle5+5}-5\times5$$
1404#5 $$1404=5+\frac{\textstyle5!}{\textstyle5}+5\times5\times55$$
1405#5 $$1405=5+5\times\left(5+5\times55\right)$$
1406#5 $$1406=\frac{\textstyle\left(5+5!+5\right)\times55-5!}{\textstyle5}$$
1407#5 $$1407={\left(\frac{\textstyle5+5}{\textstyle5}\right)}^{5}+5\times5\times55$$
1408#5 $$1408=\frac{\textstyle\left(5!+\frac{\textstyle5!}{\textstyle5+5+5}\right)\times55}{\textstyle5}$$
1409#5 $$1409=5!+\frac{\textstyle5!+\left(5!-5\right)\times55}{\textstyle5}$$
1410#5 $$1410=\left(5!+5!-5\right)\times\left(5+\frac{\textstyle5}{\textstyle5}\right)$$
1411#5 $$1411=\frac{\textstyle5!\times\left(5+55\right)-5!}{\textstyle5}-5$$
1412#5 $$1412=\frac{\textstyle5!}{\textstyle5+5}+5\times\left(5+5\times55\right)$$
1413#5 $$1413=\frac{\textstyle5+5!\times5!-5\times55}{\textstyle5+5}$$
1414#5 $$1414=\frac{\textstyle5!\times\left(5+55\right)-5}{\textstyle5}-5\times5$$
1415#5 $$1415=\frac{\textstyle5!\times5!}{\textstyle5+5}-5\times5$$
1416#5 $$1416=\frac{\textstyle5!\times\left(5+55\right)-5!}{\textstyle5}$$
1417#5 $$1417=\frac{\textstyle5+5!\times\left(5+55\right)-5!}{\textstyle5}$$
1418#5 $$1418=\frac{\textstyle5!\times5!-5!}{\textstyle5+5}-5-5$$
1419#5 $$1419=\left(5\times5+\frac{\textstyle5-\frac{\textstyle5}{\textstyle5}}{\textstyle5}\right)\times55$$
1420#5 $$1420=5!+\left(5+5\right)\times\left(5+5!+5\right)$$
1421#5 $$1421=5+\frac{\textstyle5!\times\left(5+55\right)-5!}{\textstyle5}$$
1422#5 $$1422=\left(5+5\right)\times\left(5!+\frac{\textstyle555}{\textstyle5\times5}\right)$$
1423#5 $$1423=\frac{\textstyle5!\times5!-5!}{\textstyle5+5}-5$$
1424#5 $$1424=\frac{\textstyle5!}{\textstyle5}+5\times\left(5+5\times55\right)$$
1425#5 $$1425=5\times\left(5+5+5\times55\right)$$
1426#5 $$1426=\left(5+5\right)\times\left(5!+5\times5\right)-\frac{\textstyle5!}{\textstyle5}$$
1427#5 $$1427=\frac{\textstyle5!\times5!-5!-5-5}{\textstyle5+5}$$
1428#5 $$1428=\frac{\textstyle5!\times5!-5!}{\textstyle5+5}$$
1429#5 $$1429=\frac{\textstyle5!\times\left(5+55\right)-55}{\textstyle5}$$
1430#5 $$1430=55+5\times5\times55$$
1431#5 $$1431=\frac{\textstyle5!\times55+555}{\textstyle5}$$
1432#5 $$1432=\frac{\textstyle5+5!\times55+555}{\textstyle5}$$
1433#5 $$1433=5+\frac{\textstyle5!\times5!-5!}{\textstyle5+5}$$
1434#5 $$1434=\frac{\textstyle5!\times\left(5+55\right)-5}{\textstyle5}-5$$
1435#5 $$1435=\frac{\textstyle5!\times5!}{\textstyle5+5}-5$$
1436#5 $$1436=\frac{\textstyle5+5!\times\left(5+55\right)}{\textstyle5}-5$$
