1#1 1 $$1$$
1462#6 (6+6)*(6!+66/6)/6 $$\frac{\textstyle\left(6+6\right)\times\left(6!+\frac{\textstyle66}{\textstyle6}\right)}{\textstyle6}$$
1463#6 ((6!+6)*(6+6)+66)/6 $$\frac{\textstyle\left(6!+6\right)\times\left(6+6\right)+66}{\textstyle6}$$
1464#6 (6+6)*(6+6!+6)/6 $$\frac{\textstyle\left(6+6\right)\times\left(6+6!+6\right)}{\textstyle6}$$
1465#6 (6+(6+6)*(6+6!+6))/6 $$\frac{\textstyle6+\left(6+6\right)\times\left(6+6!+6\right)}{\textstyle6}$$
1466#6 6+6!+6!+6!/6/6 $$6+6!+6!+\frac{\textstyle6!}{\textstyle6\times6}$$
1467#6 6!+6!+(6/√(6+6))^6 $$6!+6!+{\left(\frac{\textstyle6}{\textstyle\sqrt{6+6}}\right)}^{6}$$
1468#6 6!+6!+√(6!+((6+6)/6)^6) $$6!+6!+\sqrt{6!+{\left(\frac{\textstyle6+6}{\textstyle6}\right)}^{6}}$$
1469#6 6!+6!+√(6!+(6!+6)/6) $$6!+6!+\sqrt{6!+\frac{\textstyle6!+6}{\textstyle6}}$$
1470#6 6!+6!+6*6-6 $$6!+6!+6\times6-6$$
1471#6 √(6+6+6/6)^6-6!-6 $${\sqrt{6+6+\frac{\textstyle6}{\textstyle6}}}^{6}-6!-6$$
1472#6 (6!/6+(6!+6)*(6+6))/6 $$\frac{\textstyle\frac{\textstyle6!}{\textstyle6}+\left(6!+6\right)\times\left(6+6\right)}{\textstyle6}$$
1473#6 6!+6!+6/((6+6)/66) $$6!+6!+6\times\frac{\textstyle66}{\textstyle6+6}$$
1474#6 6!+6!+(√6^6-6-6)/6 $$6!+6!+\frac{\textstyle{\sqrt{6}}^{6}-6-6}{\textstyle6}$$
1475#6 6!+6!+(√6^6-6)/6 $$6!+6!+\frac{\textstyle{\sqrt{6}}^{6}-6}{\textstyle6}$$
1476#6 6!+6!+6*6 $$6!+6!+6\times6$$
1477#6 √(6+6+6/6)^6-6! $${\sqrt{6+6+\frac{\textstyle6}{\textstyle6}}}^{6}-6!$$
1478#6 6!+6!+(6+6+√6^6)/6 $$6!+6!+\frac{\textstyle6+6+{\sqrt{6}}^{6}}{\textstyle6}$$
1479#6 6!+6!+6*(6+6/(6+6)) $$6!+6!+6\times\left(6+\frac{\textstyle6}{\textstyle6+6}\right)$$
1480#6 6!+6!+6!/(6+6+6) $$6!+6!+\frac{\textstyle6!}{\textstyle6+6+6}$$
1481#6 6+6!+6!+(√6^6-6)/6 $$6+6!+6!+\frac{\textstyle{\sqrt{6}}^{6}-6}{\textstyle6}$$
1482#6 6+6!+6!+6*6 $$6+6!+6!+6\times6$$
1483#6 6+√(6+6+6/6)^6-6! $$6+{\sqrt{6+6+\frac{\textstyle6}{\textstyle6}}}^{6}-6!$$
1484#6 6+6!+6!+(6+6+√6^6)/6 $$6+6!+6!+\frac{\textstyle6+6+{\sqrt{6}}^{6}}{\textstyle6}$$
1485#6 6!+6!+666/6-66 $$6!+6!+\frac{\textstyle666}{\textstyle6}-66$$
1486#6 6!+6!+66-6!/6/6 $$6!+6!+66-\frac{\textstyle6!}{\textstyle6\times6}$$
1487#6 6!+6!+(√6^6+66)/6 $$6!+6!+\frac{\textstyle{\sqrt{6}}^{6}+66}{\textstyle6}$$
1488#6 6+6+6!+6!+6*6 $$6+6+6!+6!+6\times6$$
1489#6 √(6+6)^6-(6!+6!-6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!+6!-6}{\textstyle6}$$
1490#6 6!+6!+(6!-6!/6)/(6+6) $$6!+6!+\frac{\textstyle6!-\frac{\textstyle6!}{\textstyle6}}{\textstyle6+6}$$
1491#6 (6+6*6)*(6*6-6/(6+6)) $$\left(6+6\times6\right)\times\left(6\times6-\frac{\textstyle6}{\textstyle6+6}\right)$$
1492#6 √6^6+(6^6-6!)/6/6 $${\sqrt{6}}^{6}+\frac{\textstyle{6}^{6}-6!}{\textstyle6\times6}$$
1493#6 6!+6!+(6!-6)/6-66 $$6!+6!+\frac{\textstyle6!-6}{\textstyle6}-66$$
1494#6 6!+6!+66-6-6 $$6!+6!+66-6-6$$
1495#6 6!+6!+66-66/6 $$6!+6!+66-\frac{\textstyle66}{\textstyle6}$$
1496#6 6!+6!+6*(6+6!/(√6^6)) $$6!+6!+6\times\left(6+\frac{\textstyle6!}{\textstyle{\sqrt{6}}^{6}}\right)$$
1497#6 6!+6!+(6!-6*6)/(6+6) $$6!+6!+\frac{\textstyle6!-6\times6}{\textstyle6+6}$$
1498#6 6!+6!+((6+6)/6)^6-6 $$6!+6!+{\left(\frac{\textstyle6+6}{\textstyle6}\right)}^{6}-6$$
1499#6 6!+6!+66-6/6-6 $$6!+6!+66-\frac{\textstyle6}{\textstyle6}-6$$
1500#6 6!+6!+66-6 $$6!+6!+66-6$$
1501#6 6!+6!+6/6+66-6 $$6!+6!+\frac{\textstyle6}{\textstyle6}+66-6$$
1502#6 (6+6)*(6+(6!+6/6-6)/6) $$\left(6+6\right)\times\left(6+\frac{\textstyle6!+\frac{\textstyle6}{\textstyle6}-6}{\textstyle6}\right)$$
1503#6 6!+6!+(6!+6*6)/(6+6) $$6!+6!+\frac{\textstyle6!+6\times6}{\textstyle6+6}$$
1504#6 6!+6!+((6+6)/6)^6 $$6!+6!+{\left(\frac{\textstyle6+6}{\textstyle6}\right)}^{6}$$
1505#6 6!+6!+66-6/6 $$6!+6!+66-\frac{\textstyle6}{\textstyle6}$$
1506#6 6!+6!+66 $$6!+6!+66$$
1507#6 6!+6!+6/6+66 $$6!+6!+\frac{\textstyle6}{\textstyle6}+66$$
1508#6 6!+6!+(6+6)/6+66 $$6!+6!+\frac{\textstyle6+6}{\textstyle6}+66$$
1509#6 6*(6*6+√6^6-6/(6+6)) $$6\times\left(6\times6+{\sqrt{6}}^{6}-\frac{\textstyle6}{\textstyle6+6}\right)$$
1510#6 (6+6)*(6+(6!-6/6)/6) $$\left(6+6\right)\times\left(6+\frac{\textstyle6!-\frac{\textstyle6}{\textstyle6}}{\textstyle6}\right)$$
1511#6 (√6^6*(6+6*6)-6)/6 $$\frac{\textstyle{\sqrt{6}}^{6}\times\left(6+6\times6\right)-6}{\textstyle6}$$
1512#6 6*6*(6+6*6) $$6\times6\times\left(6+6\times6\right)$$
1513#6 (6+√6^6*(6+6*6))/6 $$\frac{\textstyle6+{\sqrt{6}}^{6}\times\left(6+6\times6\right)}{\textstyle6}$$
1514#6 (6+6)*(6+(6!+6/6)/6) $$\left(6+6\right)\times\left(6+\frac{\textstyle6!+\frac{\textstyle6}{\textstyle6}}{\textstyle6}\right)$$
1515#6 6*(6*6+√6^6+6/(6+6)) $$6\times\left(6\times6+{\sqrt{6}}^{6}+\frac{\textstyle6}{\textstyle6+6}\right)$$
1516#6 (6!+6!+(6^6-6!)/6)/6 $$\frac{\textstyle6!+6!+\frac{\textstyle{6}^{6}-6!}{\textstyle6}}{\textstyle6}$$
1517#6 6!+6!+66+66/6 $$6!+6!+66+\frac{\textstyle66}{\textstyle6}$$
1518#6 6+6*6*(6+6*6) $$6+6\times6\times\left(6+6\times6\right)$$
1519#6 (6+6/6)*(√6^6+6/6) $$\left(6+\frac{\textstyle6}{\textstyle6}\right)\times\left({\sqrt{6}}^{6}+\frac{\textstyle6}{\textstyle6}\right)$$
1520#6 ((66/6)!/(6!)-6!)/6/6 $$\frac{\textstyle\frac{\textstyle\left(\frac{\textstyle66}{\textstyle6}\right)!}{\textstyle6!}-6!}{\textstyle6\times6}$$
1521#6 (6*(6+6/(6+6)))^((6+6)/6) $${\left(6\times\left(6+\frac{\textstyle6}{\textstyle6+6}\right)\right)}^{\frac{6+6}{6}}$$
1522#6 (6+6)*(6+(6+6!-6/6)/6) $$\left(6+6\right)\times\left(6+\frac{\textstyle6+6!-\frac{\textstyle6}{\textstyle6}}{\textstyle6}\right)$$
1523#6 6!+6!+(6!-√6^6-6)/6 $$6!+6!+\frac{\textstyle6!-{\sqrt{6}}^{6}-6}{\textstyle6}$$
1524#6 (6+6)*(6+(6!+6)/6) $$\left(6+6\right)\times\left(6+\frac{\textstyle6!+6}{\textstyle6}\right)$$
1525#6 6!+6!+(6+6!-√6^6)/6 $$6!+6!+\frac{\textstyle6+6!-{\sqrt{6}}^{6}}{\textstyle6}$$
1526#6 6!+6!+6!/6/6+66 $$6!+6!+\frac{\textstyle6!}{\textstyle6\times6}+66$$
1527#6 (6!+6^6/6+666)/6 $$\frac{\textstyle6!+\frac{\textstyle{6}^{6}}{\textstyle6}+666}{\textstyle6}$$
1528#6 (66/6)!/(6!)/6/6-6-6 $$\frac{\textstyle\left(\frac{\textstyle66}{\textstyle6}\right)!}{\textstyle6!\times6\times6}-6-6$$
1529#6 6!+6!+√((6+6!*66)/6) $$6!+6!+\sqrt{\frac{\textstyle6+6!\times66}{\textstyle6}}$$
1530#6 6+(6+6)*(6+(6!+6)/6) $$6+\left(6+6\right)\times\left(6+\frac{\textstyle6!+6}{\textstyle6}\right)$$
1531#6 (6^6-6!-6)/(6*6-6) $$\frac{\textstyle{6}^{6}-6!-6}{\textstyle6\times6-6}$$
1532#6 √6^6+(6!+6^6)/6/6 $${\sqrt{6}}^{6}+\frac{\textstyle6!+{6}^{6}}{\textstyle6\times6}$$
1533#6 (6^6-666)/(6*6-6) $$\frac{\textstyle{6}^{6}-666}{\textstyle6\times6-6}$$
1534#6 (66/6)!/(6!)/6/6-6 $$\frac{\textstyle\left(\frac{\textstyle66}{\textstyle6}\right)!}{\textstyle6!\times6\times6}-6$$
1535#6 (6!+6!+6^6/6-6)/6 $$\frac{\textstyle6!+6!+\frac{\textstyle{6}^{6}}{\textstyle6}-6}{\textstyle6}$$
1536#6 (6!+6!+6^6/6)/6 $$\frac{\textstyle6!+6!+\frac{\textstyle{6}^{6}}{\textstyle6}}{\textstyle6}$$
1537#6 (6+6!+6!+6^6/6)/6 $$\frac{\textstyle6+6!+6!+\frac{\textstyle{6}^{6}}{\textstyle6}}{\textstyle6}$$
1538#6 (6^6+(6!+6)*(6+6))/6/6 $$\frac{\textstyle{6}^{6}+\left(6!+6\right)\times\left(6+6\right)}{\textstyle6\times6}$$
1539#6 ((66/6)!/(6!)/6-6)/6 $$\frac{\textstyle\frac{\textstyle\left(\frac{\textstyle66}{\textstyle6}\right)!}{\textstyle6!\times6}-6}{\textstyle6}$$
1540#6 (66/6)!/(6!)/6/6 $$\frac{\textstyle\left(\frac{\textstyle66}{\textstyle6}\right)!}{\textstyle6!\times6\times6}$$
1541#6 √6^6+√(66/6)^6-6 $${\sqrt{6}}^{6}+{\sqrt{\frac{\textstyle66}{\textstyle6}}}^{6}-6$$
1542#6 6!+6!+6*6+66 $$6!+6!+6\times6+66$$
1543#6 6!+6!+(6!-66)/6-6 $$6!+6!+\frac{\textstyle6!-66}{\textstyle6}-6$$
1544#6 6!+6!+(666-6)/6-6 $$6!+6!+\frac{\textstyle666-6}{\textstyle6}-6$$
1545#6 6!+6!+666/6-6 $$6!+6!+\frac{\textstyle666}{\textstyle6}-6$$
1546#6 6+(66/6)!/(6!)/6/6 $$6+\frac{\textstyle\left(\frac{\textstyle66}{\textstyle6}\right)!}{\textstyle6!\times6\times6}$$
1547#6 √6^6+√(66/6)^6 $${\sqrt{6}}^{6}+{\sqrt{\frac{\textstyle66}{\textstyle6}}}^{6}$$
1548#6 6*(6+6*(6+6*6)) $$6\times\left(6+6\times\left(6+6\times6\right)\right)$$
1549#6 6!+6!+(6!-66)/6 $$6!+6!+\frac{\textstyle6!-66}{\textstyle6}$$
1550#6 6!+6!+(666-6)/6 $$6!+6!+\frac{\textstyle666-6}{\textstyle6}$$
1551#6 6!+6!+666/6 $$6!+6!+\frac{\textstyle666}{\textstyle6}$$
1552#6 6!+6!+(6+666)/6 $$6!+6!+\frac{\textstyle6+666}{\textstyle6}$$
1553#6 6!+6!+(6!-6)/6-6 $$6!+6!+\frac{\textstyle6!-6}{\textstyle6}-6$$
1554#6 6!+6!+6!/6-6 $$6!+6!+\frac{\textstyle6!}{\textstyle6}-6$$
1555#6 (6^6-6)/(6*6-6) $$\frac{\textstyle{6}^{6}-6}{\textstyle6\times6-6}$$
1556#6 6!+6!+(6+6!+6)/6-6 $$6!+6!+\frac{\textstyle6+6!+6}{\textstyle6}-6$$
1557#6 6+6!+6!+666/6 $$6+6!+6!+\frac{\textstyle666}{\textstyle6}$$
1558#6 6!+6!+(6!-6-6)/6 $$6!+6!+\frac{\textstyle6!-6-6}{\textstyle6}$$
1559#6 6!+6!+(6!-6)/6 $$6!+6!+\frac{\textstyle6!-6}{\textstyle6}$$
1560#6 6!+6!+6!/6 $$6!+6!+\frac{\textstyle6!}{\textstyle6}$$
1561#6 6!+6!+(6!+6)/6 $$6!+6!+\frac{\textstyle6!+6}{\textstyle6}$$
1562#6 6!+6!+(6+6!+6)/6 $$6!+6!+\frac{\textstyle6+6!+6}{\textstyle6}$$
1563#6 6!+6!+(6+6+6!+6)/6 $$6!+6!+\frac{\textstyle6+6+6!+6}{\textstyle6}$$
1564#6 6+6!+6!+(6!-6-6)/6 $$6+6!+6!+\frac{\textstyle6!-6-6}{\textstyle6}$$
1565#6 6!+6!+√(6-6/6)^6 $$6!+6!+{\sqrt{6-\frac{\textstyle6}{\textstyle6}}}^{6}$$
1566#6 6+6!+6!+6!/6 $$6+6!+6!+\frac{\textstyle6!}{\textstyle6}$$
1567#6 6+6!+6!+(6!+6)/6 $$6+6!+6!+\frac{\textstyle6!+6}{\textstyle6}$$
1568#6 6+6!+6!+(6+6!+6)/6 $$6+6!+6!+\frac{\textstyle6+6!+6}{\textstyle6}$$
1569#6 6!+6!/6+((6+6+6)/6)^6 $$6!+\frac{\textstyle6!}{\textstyle6}+{\left(\frac{\textstyle6+6+6}{\textstyle6}\right)}^{6}$$
1570#6 6!+6!+(6!+66-6)/6 $$6!+6!+\frac{\textstyle6!+66-6}{\textstyle6}$$
1571#6 6!+6!+(6!+66)/6 $$6!+6!+\frac{\textstyle6!+66}{\textstyle6}$$
1572#6 (6+6)*(6!+66)/6 $$\frac{\textstyle\left(6+6\right)\times\left(6!+66\right)}{\textstyle6}$$
1573#6 (6+(6+6)*(6!+66))/6 $$\frac{\textstyle6+\left(6+6\right)\times\left(6!+66\right)}{\textstyle6}$$
1574#6 6!+6!+(6!+6!/6)/6-6 $$6!+6!+\frac{\textstyle6!+\frac{\textstyle6!}{\textstyle6}}{\textstyle6}-6$$
1575#6 (6+6*6)*√(6*6-6)^6/(6!) $$\frac{\textstyle\left(6+6\times6\right)\times{\sqrt{6\times6-6}}^{6}}{\textstyle6!}$$
1576#6 6!*6-√(6!/6/6-6)^6 $$6!\times6-{\sqrt{\frac{\textstyle6!}{\textstyle6\times6}-6}}^{6}$$
1577#6 6+6!+6!+(6!+66)/6 $$6+6!+6!+\frac{\textstyle6!+66}{\textstyle6}$$
1578#6 (√6+√6)^6/6-6!-6 $$\frac{\textstyle{\left(\sqrt{6}+\sqrt{6}\right)}^{6}}{\textstyle6}-6!-6$$
1579#6 (6!+6^6-6)/(6*6-6) $$\frac{\textstyle6!+{6}^{6}-6}{\textstyle6\times6-6}$$
1580#6 6!+6!+(6!+6!/6)/6 $$6!+6!+\frac{\textstyle6!+\frac{\textstyle6!}{\textstyle6}}{\textstyle6}$$
1581#6 6!+6!+(6+6!+6!/6)/6 $$6!+6!+\frac{\textstyle6+6!+\frac{\textstyle6!}{\textstyle6}}{\textstyle6}$$
1582#6 ((√6+√6)^6-6-6)/6-6! $$\frac{\textstyle{\left(\sqrt{6}+\sqrt{6}\right)}^{6}-6-6}{\textstyle6}-6!$$
1583#6 ((√6+√6)^6-6)/6-6! $$\frac{\textstyle{\left(\sqrt{6}+\sqrt{6}\right)}^{6}-6}{\textstyle6}-6!$$
1584#6 (√6+√6)^6/6-6! $$\frac{\textstyle{\left(\sqrt{6}+\sqrt{6}\right)}^{6}}{\textstyle6}-6!$$
1585#6 (6+(√6+√6)^6)/6-6! $$\frac{\textstyle6+{\left(\sqrt{6}+\sqrt{6}\right)}^{6}}{\textstyle6}-6!$$
1586#6 (6+6+(√6+√6)^6)/6-6! $$\frac{\textstyle6+6+{\left(\sqrt{6}+\sqrt{6}\right)}^{6}}{\textstyle6}-6!$$
1587#6 6!+6!+(√6^6+666)/6 $$6!+6!+\frac{\textstyle{\sqrt{6}}^{6}+666}{\textstyle6}$$
1588#6 √(6+6)^6-(6!+6!/6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!+\frac{\textstyle6!}{\textstyle6}}{\textstyle6}$$
1589#6 6+((√6+√6)^6-6)/6-6! $$6+\frac{\textstyle{\left(\sqrt{6}+\sqrt{6}\right)}^{6}-6}{\textstyle6}-6!$$
1590#6 6!+6!+√6^6-66 $$6!+6!+{\sqrt{6}}^{6}-66$$
1591#6 6+(6+(√6+√6)^6)/6-6! $$6+\frac{\textstyle6+{\left(\sqrt{6}+\sqrt{6}\right)}^{6}}{\textstyle6}-6!$$
1592#6 (6!/6+(6+6)*(6!+66))/6 $$\frac{\textstyle\frac{\textstyle6!}{\textstyle6}+\left(6+6\right)\times\left(6!+66\right)}{\textstyle6}$$
1593#6 6*(6!-6-6)/(6-6!/(√6^6)) $$\frac{\textstyle6\times\left(6!-6-6\right)}{\textstyle6-\frac{\textstyle6!}{\textstyle{\sqrt{6}}^{6}}}$$
1594#6 (√(6!)/6)^6/(6-6/6)-6 $$\frac{\textstyle{\left(\frac{\textstyle\sqrt{6!}}{\textstyle6}\right)}^{6}}{\textstyle6-\frac{\textstyle6}{\textstyle6}}-6$$
1595#6 ((√6+√6)^6+66)/6-6! $$\frac{\textstyle{\left(\sqrt{6}+\sqrt{6}\right)}^{6}+66}{\textstyle6}-6!$$
1596#6 6!+6!+(6!+√6^6)/6 $$6!+6!+\frac{\textstyle6!+{\sqrt{6}}^{6}}{\textstyle6}$$
1597#6 √(6+6)^6-(6!+66)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!+66}{\textstyle6}$$
1598#6 √(6+6)^6-(6!+66-6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!+66-6}{\textstyle6}$$
1599#6 (6!*6!/(66-6-6)-6)/6 $$\frac{\textstyle\frac{\textstyle6!\times6!}{\textstyle66-6-6}-6}{\textstyle6}$$
1600#6 (√(6!)/6)^6/(6-6/6) $$\frac{\textstyle{\left(\frac{\textstyle\sqrt{6!}}{\textstyle6}\right)}^{6}}{\textstyle6-\frac{\textstyle6}{\textstyle6}}$$
1601#6 √(6+6)^6-(6!+6)/6-6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!+6}{\textstyle6}-6$$
1602#6 6!+√6^6+666 $$6!+{\sqrt{6}}^{6}+666$$
1603#6 √(6+6)^6-√(6-6/6)^6 $${\sqrt{6+6}}^{6}-{\sqrt{6-\frac{\textstyle6}{\textstyle6}}}^{6}$$
1604#6 (6!/6+(√6+√6)^6)/6-6! $$\frac{\textstyle\frac{\textstyle6!}{\textstyle6}+{\left(\sqrt{6}+\sqrt{6}\right)}^{6}}{\textstyle6}-6!$$
1605#6 √(6+6)^6-(6+6+6!+6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6+6+6!+6}{\textstyle6}$$
1606#6 √(6+6)^6-(6+6!+6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6+6!+6}{\textstyle6}$$
1607#6 √(6+6)^6-(6!+6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!+6}{\textstyle6}$$
1608#6 √(6+6)^6-6!/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!}{\textstyle6}$$
1609#6 √(6+6)^6-(6!-6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!-6}{\textstyle6}$$
1610#6 √(6+6)^6-(6!-6-6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!-6-6}{\textstyle6}$$
1611#6 √(6+6)^6-666/6-6 $${\sqrt{6+6}}^{6}-\frac{\textstyle666}{\textstyle6}-6$$
1612#6 6+√(6+6)^6-(6+6!+6)/6 $$6+{\sqrt{6+6}}^{6}-\frac{\textstyle6+6!+6}{\textstyle6}$$
1613#6 6+√(6+6)^6-(6!+6)/6 $$6+{\sqrt{6+6}}^{6}-\frac{\textstyle6!+6}{\textstyle6}$$
1614#6 6+√(6+6)^6-6!/6 $$6+{\sqrt{6+6}}^{6}-\frac{\textstyle6!}{\textstyle6}$$
1615#6 6+√(6+6)^6-(6!-6)/6 $$6+{\sqrt{6+6}}^{6}-\frac{\textstyle6!-6}{\textstyle6}$$
1616#6 √(6+6)^6-(6+666)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6+666}{\textstyle6}$$
1617#6 √(6+6)^6-666/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle666}{\textstyle6}$$
1618#6 √(6+6)^6-(666-6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle666-6}{\textstyle6}$$
1619#6 √(6+6)^6-(6!-66)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!-66}{\textstyle6}$$
1620#6 6/(6/(6!)-√6^(-6)) $$\frac{\textstyle6}{\textstyle\frac{\textstyle6}{\textstyle6!}-{\sqrt{6}}^{-6}}$$
1621#6 6/6+6/(6/(6!)-√6^(-6)) $$\frac{\textstyle6}{\textstyle6}+\frac{\textstyle6}{\textstyle\frac{\textstyle6}{\textstyle6!}-{\sqrt{6}}^{-6}}$$
1622#6 √(6+6)^6-(6!-6!/6)/6-6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!-\frac{\textstyle6!}{\textstyle6}}{\textstyle6}-6$$
1623#6 6+√(6+6)^6-666/6 $$6+{\sqrt{6+6}}^{6}-\frac{\textstyle666}{\textstyle6}$$
1624#6 6!+6!+(6!-6-6)/6+66 $$6!+6!+\frac{\textstyle6!-6-6}{\textstyle6}+66$$
1625#6 6!+6!+(6!-6)/6+66 $$6!+6!+\frac{\textstyle6!-6}{\textstyle6}+66$$
1626#6 6+6/(6/(6!)-√6^(-6)) $$6+\frac{\textstyle6}{\textstyle\frac{\textstyle6}{\textstyle6!}-{\sqrt{6}}^{-6}}$$
1627#6 6!+6!+(6!+6)/6+66 $$6!+6!+\frac{\textstyle6!+6}{\textstyle6}+66$$
1628#6 √(6+6)^6-(6!-6!/6)/6 $${\sqrt{6+6}}^{6}-\frac{\textstyle6!-\frac{\textstyle6!}{\textstyle6}}{\textstyle6}$$
1629#6 6*(√6^6+666/(6+6)) $$6\times\left({\sqrt{6}}^{6}+\frac{\textstyle666}{\textstyle6+6}\right)$$
1630#6 6!+6!+√6^6-6!/6/6-6 $$6!+6!+{\sqrt{6}}^{6}-\frac{\textstyle6!}{\textstyle6\times6}-6$$
1631#6 (6!+√6^6*(6+6*6)-6)/6 $$\frac{\textstyle6!+{\sqrt{6}}^{6}\times\left(6+6\times6\right)-6}{\textstyle6}$$
1632#6 (6!+√6^6*(6+6*6))/6 $$\frac{\textstyle6!+{\sqrt{6}}^{6}\times\left(6+6\times6\right)}{\textstyle6}$$
1633#6 6*√6^6+√(6+6/6)^6-6 $$6\times{\sqrt{6}}^{6}+{\sqrt{6+\frac{\textstyle6}{\textstyle6}}}^{6}-6$$
1634#6 6+√(6+6)^6-(6!-6!/6)/6 $$6+{\sqrt{6+6}}^{6}-\frac{\textstyle6!-\frac{\textstyle6!}{\textstyle6}}{\textstyle6}$$
1635#6 (6*6-6)*(6!-66)/(6+6) $$\frac{\textstyle\left(6\times6-6\right)\times\left(6!-66\right)}{\textstyle6+6}$$
1636#6 6!+6!+√6^6-6!/6/6 $$6!+6!+{\sqrt{6}}^{6}-\frac{\textstyle6!}{\textstyle6\times6}$$
1637#6 6!+((6+6)!/(6!)-6!)/(6!)-6 $$6!+\frac{\textstyle\frac{\textstyle\left(6+6\right)!}{\textstyle6!}-6!}{\textstyle6!}-6$$
1638#6 6!+(6+6)!/(6!)/(6!)-6 $$6!+\frac{\textstyle\left(6+6\right)!}{\textstyle6!\times6!}-6$$
1639#6 6*√6^6+√(6+6/6)^6 $$6\times{\sqrt{6}}^{6}+{\sqrt{6+\frac{\textstyle6}{\textstyle6}}}^{6}$$
1640#6 6!/(√6^6/(6!-6-6))-6! $$6!\times\frac{\textstyle6!-6-6}{\textstyle{\sqrt{6}}^{6}}-6!$$
1641#6 (6!+(6+6)!/(√6^6))/(6!)-6!-6! $$\frac{\textstyle6!+\frac{\textstyle\left(6+6\right)!}{\textstyle{\sqrt{6}}^{6}}}{\textstyle6!}-6!-6!$$
1642#6 6!+((6+6)!/(6!)-6!-6!)/(6!) $$6!+\frac{\textstyle\frac{\textstyle\left(6+6\right)!}{\textstyle6!}-6!-6!}{\textstyle6!}$$
1643#6 6!+((6+6)!/(6!)-6!)/(6!) $$6!+\frac{\textstyle\frac{\textstyle\left(6+6\right)!}{\textstyle6!}-6!}{\textstyle6!}$$
1644#6 6!+(6+6)!/(6!)/(6!) $$6!+\frac{\textstyle\left(6+6\right)!}{\textstyle6!\times6!}$$
1645#6 6!+(6!+(6+6)!/(6!))/(6!) $$6!+\frac{\textstyle6!+\frac{\textstyle\left(6+6\right)!}{\textstyle6!}}{\textstyle6!}$$
1646#6 6!+(6!+6!+(6+6)!/(6!))/(6!) $$6!+\frac{\textstyle6!+6!+\frac{\textstyle\left(6+6\right)!}{\textstyle6!}}{\textstyle6!}$$
1647#6 6*(√6^6+(6!-6)/(6+6))-6 $$6\times\left({\sqrt{6}}^{6}+\frac{\textstyle6!-6}{\textstyle6+6}\right)-6$$
1648#6 (√6+√(√6^(-6)))*(√√6+√√6)^6-6! $$\left(\sqrt{6}+\sqrt{{\sqrt{6}}^{-6}}\right)\times{\left(\sqrt{\!\!\sqrt{6}}+\sqrt{\!\!\sqrt{6}}\right)}^{6}-6!$$
1649#6 6!+6!+√6^6-6/6-6 $$6!+6!+{\sqrt{6}}^{6}-\frac{\textstyle6}{\textstyle6}-6$$
1650#6 6!+6!+√6^6-6 $$6!+6!+{\sqrt{6}}^{6}-6$$
1651#6 6!+6!+√6^6+6/6-6 $$6!+6!+{\sqrt{6}}^{6}+\frac{\textstyle6}{\textstyle6}-6$$
1652#6 (6+6*6)*(6*6+6!/(√6^6)) $$\left(6+6\times6\right)\times\left(6\times6+\frac{\textstyle6!}{\textstyle{\sqrt{6}}^{6}}\right)$$
1653#6 6*(√6^6+(6!-6)/(6+6)) $$6\times\left({\sqrt{6}}^{6}+\frac{\textstyle6!-6}{\textstyle6+6}\right)$$
1654#6 6!+6!+√6^6-(6+6)/6 $$6!+6!+{\sqrt{6}}^{6}-\frac{\textstyle6+6}{\textstyle6}$$
1655#6 6!+6!+√6^6-6/6 $$6!+6!+{\sqrt{6}}^{6}-\frac{\textstyle6}{\textstyle6}$$
1656#6 6!+6!+√6^6 $$6!+6!+{\sqrt{6}}^{6}$$
1657#6 6!+6!+√6^6+6/6 $$6!+6!+{\sqrt{6}}^{6}+\frac{\textstyle6}{\textstyle6}$$
1658#6 6!+6!+√6^6+(6+6)/6 $$6!+6!+{\sqrt{6}}^{6}+\frac{\textstyle6+6}{\textstyle6}$$
1659#6 6*(√6^6+(6!+6)/(6+6)) $$6\times\left({\sqrt{6}}^{6}+\frac{\textstyle6!+6}{\textstyle6+6}\right)$$
1660#6 6!*(6!-6)/(√6^6)-6! $$\frac{\textstyle6!\times\left(6!-6\right)}{\textstyle{\sqrt{6}}^{6}}-6!$$
1661#6 √(6+6)^6-66-6/6 $${\sqrt{6+6}}^{6}-66-\frac{\textstyle6}{\textstyle6}$$
1662#6 √(6+6)^6-66 $${\sqrt{6+6}}^{6}-66$$
